use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status
IU-0001,image-02f6f0e70276e974257c4d127fd49fbc136899f5,54edfdf5ae21.png,54edfdf5ae21,R01,1832.2109592788056,7619.068155416982,655.0,482.0,1.0,,T-0163|T-0162|T-0164,Large file on disk:|(avoids big UTF-16 JSON string)|- Prefer FileStream + StreamContent,pending_transcript
IU-0415,image-2c9ae2445123b11d2349f920ee33c42379679263,bc8d5ce8cf55.png,bc8d5ce8cf55,R13,32769.72461470634,23096.261865669167,910.0,475.0,1.0,,T-0421|T-0469|T-0420,across spans|parsing fixed size header|finding positionof multybyte delimiter,pending_transcript
IU-0416,image-263e68abf94a4a93f407d44d23b8c7f03805ee7d,87b021bd5496.png,87b021bd5496,R13,32767.465445869537,23569.150822374897,956.0,427.0,1.0,,T-0469|T-0470|T-0471,parsing fixed size header|but its across segments|(can do manually with stackalloc and  sequence.copyto),pending_transcript
IU-0417,image-e5993539631eb979eb6e5d652d5a99e5008a828b,0fe7b2da1811.png,0fe7b2da1811,R13,32769.12757031206,24200.67979033822,851.0,482.0,1.0,,T-0471|T-0470|T-0469,(can do manually with stackalloc and  sequence.copyto)|but its across segments|parsing fixed size header,pending_transcript
IU-0418,image-01853dd47ea616c0564c2049d8e44fd3b9b5efb8,75616227b3ae.png,75616227b3ae,R13,32780.44683692856,24680.558228652026,893.0,227.0,1.0,,T-0472|T-0473|T-0471,reading text with some custom|delimiters|(can do manually with stackalloc and  sequence.copyto),pending_transcript
IU-0419,image-261fedff913092f5fab871aa80b3f89398edfd6c,7d5310886130.png,7d5310886130,R13,32777.72464861476,24901.835989475592,914.0,280.0,1.0,,T-0472|T-0473|T-0471,reading text with some custom|delimiters|(can do manually with stackalloc and  sequence.copyto),pending_transcript
IU-0420,image-faa0d9d7b10f2ce1194ffc61f32dd993fa8e5125,3c1ad283d63c.png,3c1ad283d63c,R13,32783.45633385745,25448.8439084851,758.0,482.0,1.0,,T-0473|T-0472|T-0471,delimiters|reading text with some custom|(can do manually with stackalloc and  sequence.copyto),pending_transcript
IU-0421,image-3c826cf925d5e044505b1ab3c48566ae75f94c28,486e2b8999e1.png,486e2b8999e1,R13,32799.863800186045,25938.555629269606,923.0,394.0,1.0,,T-0473|T-0472|T-0471,delimiters|reading text with some custom|(can do manually with stackalloc and  sequence.copyto),pending_transcript
IU-0422,image-5ae29adcf50bb8a6d9da3702ee3e1a4862ee17e6,dd609f0f893a.png,dd609f0f893a,R04,16223.79211951545,6710.881285377156,886.0,482.0,1.0,,T-0474|T-0189|T-0188,"enable buffering|YOU NEED TO USE THIS|AND ALSO YOU CANT READASSTRING ON SERVER ENDPOINT,",pending_transcript
IU-0423,image-031ff49e3572e359ce6cdc6828255838c9ef931f,8ec57d23f77f.png,8ec57d23f77f,R07,19933.018397704647,16414.820178934213,880.0,482.0,1.0,,T-0317|T-0286|T-0283,stream reader|readresult|readresult,pending_transcript
IU-0424,image-93555b9190cf2e4773fcb091cbe398e10943e2b8,b8d477ef7125.png,b8d477ef7125,R07,19921.187707410678,15375.904913169707,913.0,463.0,1.0,,T-0317|T-0243|T-0242,stream reader|cursor api|custom delimiter/protocol,pending_transcript
IU-0425,image-5ae29adcf50bb8a6d9da3702ee3e1a4862ee17e6,dd609f0f893a.png,dd609f0f893a,R07,19932.94118726737,15894.502585405102,886.0,482.0,1.0,IU-0422,T-0317|T-0286|T-0229,stream reader|readresult|about new .net overload,pending_transcript
IU-0426,image-263e68abf94a4a93f407d44d23b8c7f03805ee7d,87b021bd5496.png,87b021bd5496,R13,28548.33189317898,24275.133560240512,623.0,278.0,1.0,IU-0416,T-0440|T-0441|T-0462,rewind|advancepast|no adv on failure,pending_transcript
